text,label
need to ask a question about directions to take a OSTEO BI-FLEX/GLUCOSAMINE/VIT D3/5-LOXIN ADVANCED TAB and BARD CENTER ENTRY CL SYS DRAIN BAG/SAMPLE PORT/DRIP CHAMBER MIS?,drug_usage
Are there any other brands for TRUZONE PEAK FLOW METER MIS and FT HYDROGEN PEROXIDE SOL that does not require doctor to get approval?,drug_information
tracking on prescription,rx_status
OXLUMO INJ and BD LANCET ULTRAFINE 33G MIS  not covered by insurance?,drug_insurance_coverage
I'll wait for the pharmacist,hold_on
Repeat please?!,rephrase
transfer a SM EYE ITCH RELIEF DRO and EQ ALLERGY RELIEF CHILDRENS SOL prescription from a different location,internal_rx_transfer
a request transfer SORBITOL CANDY BASE CRY and ALLERGY RELIEF D12 TAB prescription to Costco Pharmacy,external_rx_transfer
scheduling immunization appointment of Rabies ,get_vaccine_appointment
I need the prescription for Basaglar 100 unit filled today.my pharmacy was out of stock.,rx_refill
What are the store hours at ASHEVILLE?,store_faq
how much are they need to pay for PX IBUPROFEN TAB and EQ SINUS 12-HOUR MAXIMUM STRENGTH TAB and PX IBUPROFEN TAB and EQ SINUS 12-HOUR MAXIMUM STRENGTH TAB?,rx_drug_price
I need to have SKIN REPAIR LOT and CEFUROXIME SODIUM INJ refilled,rx_refill
Is there a problem with this UROSTOMY POUCH/3/4/19MM MIS and EQL STOMACH RELIEF SUS?,rx_action_notes_status
questions about side effects of TRANYLCYPROMINE SULFATE TAB and ACID REDUCER TAB?,drug_side_effects
Can I request a refill online for POTASSIUM CHLORIDE SR TAB and INSULIN SYRINGE/NEEDLE 1ML/30G X 5/16 MIS?,rx_refill
Why are the SPIRIVA RESPIMAT SPR and FT HYDROGEN PEROXIDE SOL  on hold?,rx_action_notes_status
check the pharmacist,live_pharmacist
Is the store at 700 EXTERIOR ST in the MST time zone?,store_timezone
store hours on Veterans Day for the pharmacy at 77511 zicode,store_hours
I am a Healthcare Provider What's the status of patient MUCINEX COUGH FOR KIDS GRA prescription?,healthcare
What is the current time zone for the store in HILLIARD?,store_timezone
can I have a 1:00 PM appointment with a minute clinic today for RSV-(Respiratory Syncytial Virus) ,create_vaccine_appointment
i am Healthcare Provider from doctor's office  What is the expected cost for SIMPLE SYRUP SYP with patient insurance?,healthcare
can I use RELEXXII TAB and CERAVE THERAPEUTIC HAND CREAM CRE?,drug_usage
Is QC MEDICATED WIPES PAD and ABACAVIR SULFATE/LAMIVUDINE/ZIDOVUDINE TAB covered under insurance plans?,drug_insurance_coverage
Are CR2032 batteries available at the store in PORTLAND?,store_faq
I have to extend my medication,rx_refill
I need the SM CHEST CONGESTION RELIEF TAB and EMPTY CAPSULE SIZE 3 WHITE OPAQUE LOCKING CAP transferred to the Bowie Maryland location,internal_rx_transfer
transfer LEVOTHYROXINE SODIUM CAP and INSYTE AUTOGUARD 22G X 1 MIS prescriptions from Walgreens,external_rx_transfer
and that's it thank you bye,thank
I would like my SILHOUETTE INFUSION SET 43/17MM MIS and CAPZIX CRE to be delivered to my home address at 1010 Juan Street Apartment 227 and leave it at the main desk if I'm not here?,rx_delivery
can PRODIGY LANCING DEVICE MIS and HYPERRHO S/D MINI-DOSE INJ be expedited to today?,rx_expedite
I am grateful for your time and effort.,thank
Are there known drug interactions with PEDIASURE ENTERAL 1.0 CAL LIQ and HYFIBER WITH FOS LIQ?,drug_interactions
What's the expected pickup time for my ROBAFEN MUCUS/CHEST CONGESTION LIQ and CENTRUM FLAVOR BURST CHW?,rx_status
refused the PCCA PERME8 ANHYDROUS GEL and EDLUAR SUB? what is the reason for this?,rx_action_notes_status
check side effects of ONELAX FIBER THERAPY POW and HYDROQUINONE POW?,drug_side_effects
Can I take out GNP CO Q-10 CAP medicine from my list?,drug_information
I have 3 refills for LENVIMA 8 MG DAILY DOSE CAP and CAREONE UNIFINE PENTIPS PLUS PEN NEEDLES 31GX5MM MIS . I need my prescription today because I am going out of town?,rx_expedite
why is my THYROID TAB and GOODSENSE FIBER TAB on hold?,rx_action_notes_status
out of stock order for NASOPEN PE LIQ and DIGITEK TAB?,drug_availability
I need to know about specific TRANSPORE SURGICAL TAPE 1X10YDS TAP and AYR NASAL MIST ALLERGY & SINUS HYPERTONIC SALINE SPR drug interactions?,drug_interactions
I need to check the availability of a product at the store in 46227.,store_connect
What is the proper dosage for MEDISENSE THIN LANCETS MIS and GNP WART REMOVER LIQ?,drug_dosage_instructions
Can I get the Flu  vaccine at your location today?,available_vaccine
Can I cancel my Hepatitis-B  vaccine appointment at the indemnity plan?,cancel_vaccine_appointment
Are CR2032 batteries available at the store in SARASOTA?,store_faq
check prescription status on my MULTI-VITE LIQ and AGAMATRIX ULTRA-THIN LANCETS 33G MIS. When will it be ready?,rx_status
i am Health provider from Dr's office  Is PENICILLIN G POTASSIUM INJ safe for pregnant women?,healthcare
sweets of pharmacist,live_pharmacist
i am Medical Assistant from Dr's office  Is PICATO GEL safe for pregnant women?,healthcare
how can I get my PODIAPN CAP and ESPEROCT INJ prescription sooner?,rx_expedite
I need to change my I need to change my COVID19  vaccine appointment,cancel_vaccine_appointment
I want some of my prescription OXANDROLONE TAB and DOXEPIN HCL POW to be sent to me?,rx_delivery
I would like to cancel an Tdap  immunization appointment,cancel_vaccine_appointment
Can I cancel my Mpox  vaccine appointment at the pediatric clinic?,cancel_vaccine_appointment
I need to speak to the retail department at the MOUNT PLEASANT store.,store_connect
How do I reschedule my Meningitis  vaccine appointment online?,get_vaccine_appointment
help transfer a prescription for TRUFORM LITES KNEE HIGH STOCKINGS 15-20MMHG/MEDIUM MIS and ALIVE MENS COMPLETE MULTIVITAMIN TAB,internal_rx_transfer
I need to get a copy of my immunizations,available_vaccine
talk about a prescription refill,rx_refill
How do I schedule a TetanusDiphtheria-(booster)  vaccine appointment at a walk-in clinic?,create_vaccine_appointment
give them my insurance information to the ZINC SULFATE INJ and BD HYPODERMIC NEEDLES 16GX1 NDL?,drug_insurance_coverage
would like to know if there are interactions between 2 medications LORATADINE CHILDRENS SOL and HYPODERMIC NEEDLE 21GX1-1/2 MIS I picked up?,drug_interactions
vagina pain due to MONISTAT 3 CRE and CIPRO SUS?,drug_side_effects
Can I get the Pneumococcal Conjugate-(Prevnar)  vaccine at your location now?,available_vaccine
find out about a drug interaction with PROBIOTIC GOLD EXTRA STRENGTH CAP and GNP NASAL SPRAY SPR?,drug_interactions
Check the status of my prescription for MONOJECT SYRINGE/STANDARDHYPODERMIC NEEDLE/3ML/23GX1 MIS and DERMACINRX DAVIMET CHW.,rx_status
What insurance types are accepted at the store in 35442?,store_faq
How do I schedule a Hepatitis-B  vaccine appointment at a walk-in clinic?,create_vaccine_appointment
"I need my prescription  QELBREE CAP and DILTIAZEM HYDROCHLORIDE INJ  transferred from Waltham to Newton on Route 9""",internal_rx_transfer
yeah what about the 1 on hold,rx_action_notes_status
iNEUTROGENA ULTRA SHEER D RY-TOUCH WITH HELIOPLEX SPF 100 LOT and CURITY STRETCH BANDAGE 4X75 MIS need to be expedited,rx_expedite
when to take TRODELVY SOL and COPPERTONE COMPLETE SPF 50 LOT?,drug_usage
Doctor is speaking  Do you offer any medication therapy management services?,healthcare
I would like to refill a prescription I have the number,rx_refill
Can I request a refill online for PKU PERIFLEX JUNIOR PLUS POW and HEALTHWISE MINI PEN NEEDLES 31GX6MM MIS?,rx_refill
refused the SM TUSSIN DM COUGH/CHEST CONGESTION/ADULT LIQ and DEPEND FIT-FLEX UNDERWEAR/WOMEN/M/MAXIMUM ABSORBENCY MIS? what is the reason for this?,rx_action_notes_status
I'd like to renew,rx_refill
this is Medical Assistant from doctor's office  We need to report an adverse reaction to QC IBUPROFEN TAB.,healthcare
2 more scripts can you take this information or not,rx_refill
refused the UNISTIK 2 EXTRA MIS and DOCUSATE SODIUM/SENNA TAB? what is the reason for this?,rx_action_notes_status
what are store closing hours in HOUSTON location on New Year's Day - January 1?,store_hours
Can I get a Hepatitis-A & B  vaccine appointment on the weekend?,get_vaccine_appointment
I already had the vaccine shot today,get_vaccine_appointment
I would like to know if SM CHEWABLE VITAMIN C CHW and FEMCAP MIS has been approved by insurance?,rx_action_notes_status
I'd like to check the balance on my coverage for NITROSTAT SUB and GALZIN CAP prescriptions please?,drug_insurance_coverage
Can you give me the address for the pharmacy in 93625?,store_address
I need to know how to apply my KAZANO TAB and HYDROMORPHONE HYDROCHLORIDE MDV?,drug_usage
who's been denied my NIMODIPINE CAP and ELIGARD INJ?,rx_action_notes_status
Assistant Practitioner is talikng from Dr's office  Is there a cheaper alternative to PRODIGY NO CODING BLOOD GLUCOSE TEST STRIPS TES?,healthcare
when can I pick up my photos at 1591 BRADLEY PARK DR?,store_connect
how much are they need to pay for PIQRAY 250MG DAILY DOSE TAB and ASPIRIN CHW and PIQRAY 250MG DAILY DOSE TAB and ASPIRIN CHW?,rx_drug_price
why is my PARI ERAPID NEBULIZER SYSTEM MIS and CARDURA TAB on hold?,rx_action_notes_status
Assistant Practitioner  Is patient REVAREE SUP prescription ready for pickup?,healthcare
I need to speak to the retail department at 20636 for pickup Fry chips.,store_connect
Where is the pharmacy located at 45459 zipcode?,store_address
Nurse Practitioner  Is patient MAGNESIUM EXTRA STRENGTH CAP prescription ready for pickup?,healthcare
need to know why LIDOCAINE/PRILOCAINE KIT and CLEVER CHOICE BLOOD PRESSURE MONITOR/ARM MIS can't be filled?,rx_action_notes_status
I was wondering about the money orders,store_faq
Is the store far from my home at 1 ROUTE 70 EAST?,store_directions
get pharmacist my insurance to cover for the LITHIUM CARBONATE TAB and GNP ANTI-GAS CAP?,drug_insurance_coverage
I need a prescription and I'd like to schedule a Mpox  vaccine appointment,get_vaccine_appointment
issue with METHYLPREDNISOLONE DOSE PACK TAB and ALLERGY RELIEF D-24 TAB?,drug_information
question about drug interaction SUPRAX SUS and CORICIDIN HBP MAXIMUM STRENGTH FLU TAB  and SUPRAX SUS and CORICIDIN HBP MAXIMUM STRENGTH FLU TAB?,drug_interactions
Why were you unable to fill the PEPTAMEN JUNIOR 1 CAL LIQ and DEXCOM G7 SENSOR MIS?,rx_action_notes_status
Pharmacy they're closed at 9015 BERGENLINE AVENUE 90TH STREET location,store_hours
Why is the RA COLD/SINUS MAX TAB and DURAFLU TAB unable to be filled?,rx_action_notes_status
What time zone is the store in GREENSBORO?,store_timezone
Is there a pharmacy in RALEIGH tto pickup KNEE SUPPORT/NEOPRENE/OVAL PAD/LARGE MIS and FERRO-PLEX TAB? Please provide the address?,store_address
How does ONE-A-DAY WOMENS FORMULA TAB and FLOVENT HFA INH interact with other prescriptions?,drug_interactions
um let's see um,hold_on
all the services avilable at 3275 IRVIN COBB DR.,store_faq
no I need to change my appointment for Hepatitis-A ,cancel_vaccine_appointment
What is the dosage for taking KRAZATI TAB and GRANDPAS WITCH HAZEL SOAP BAR?,drug_dosage_instructions
check if my insurance covers a new prescription for PROPRANOLOL HYDROCHLORIDE TAB and CICLOPIROX SHA?,drug_insurance_coverage
Do NOT fill NOVAFERRUM 125 LIQ and CINNAMON TAB  yet?,rx_action_notes_status
how far is the store from my home address 1201 N. STATE ST.,store_directions
Can you provide the address for the pharmacy in KATY city?,store_address
Are money order services offered at the store in 22180?,store_faq
Please mail PEDIA-LAX LIQ and ACAMPROSATE CALCIUM DR TAB?,rx_delivery
okay is there any generic one for RA NICOTINE TRANSDERMAL SYSTEM DIS and ESTROVEN COMPLETE MENOPAUSE RELIEF TAB?,drug_information
MANSFIELD store address for pickup is correct?,store_address
I want to find out about a BACTERIOSTATIC WATER FOR INJECTION/BENZYL ALCOHOL VIA?,drug_information
that's all for today thank you,thank
I need the METHSCOPOLAMINE BROMIDE POW and DAILY FIBER CAP transferred to the Bowie Maryland location,internal_rx_transfer
which time time is that store at 33405,store_timezone
Thanks a bunch!,thank
to cancel medicine,rx_cancel
POTELIGEO INJ and ATORVASTATIN CALCIUM POW are what because it sure is bad?,drug_side_effects
Can you confirm that Polio  vaccine is in the list of available vaccines?,available_vaccine
need to reach to 75056 zip code  tell me directions,store_directions
How far is the store from my home at 8585 ELK GROVE BLVD?,store_directions
SPINRAZA VIA and BOTOX COSMETIC INJ side effects?,drug_side_effects
Can I schedule a MMR  vaccine appointment for a specific date?,create_vaccine_appointment
Hang on  I need to find the information.,hold_on
Can you connect me to the front store at 1006 FORDING ISLAND ROADKITTIE CROSSING SHOPPING CENTER. to check my unpicked item?,store_connect
Is there a box for expired prescriptions at the store in 7021 HOLLYWOOD BLVD?,store_faq
um picking up,rx_status
I had an Typhoid  immunization yesterday I need to send the information to my doctor how can I do that,get_vaccine_appointment
I need to transferSB ANTACID ANTI-GAS SUS and GNP MINERAL OIL OIL prescription from a different Pharmacy,external_rx_transfer
transfer all SPS SUS and GLUCOSAMINE CHONDROITIN PLUS MSM TAB and SPS SUS and GLUCOSAMINE CHONDROITIN PLUS MSM TAB prescriptions to that address,internal_rx_transfer
trying to cancel a prescription for SLEEP OVERS SMALL/MEDIUM MIS and FLANDERS BUTTOCKS OIN?,rx_cancel
cancel my prescription number 3 which is TRELSTAR MIXJECT INJ and BELBUCA FLM?,rx_cancel
Why is my NYSTATIN CRE and CAPSULE CONI-SNAP #0 RED/WHITE CAP prescription on hold? What does that mean?,rx_action_notes_status
Can I get a Hepatitis-A  vaccine appointment at a healthcare network?,create_vaccine_appointment
Hello  this is Healthcare Provider I need to verify patient insurance coverage for QSYMIA CAP.,healthcare
Need full address of pharmacy in HOLLY SPRINGS city?,store_address
I would like to pick up my SM ANTISEPTIC MOUTH RINSE LIQ and ATRALIN GEL early  we'll pay out of pocket if I have to?,rx_expedite
I have a question about a particular PANTOPRAZOLE SODIUM PAK?,drug_information
I was shorted LEVOMEFOLATE CALCIUM ALGAL POWDER CAP and DROPTAINERS 10ML MIS  why didnt they filled it?,rx_action_notes_status
it's another argument but ULTRACARE INSULIN SYRINGE/U-100/0.5ML/31G X 5/16 MIS and DALVANCE SOL  or something?,drug_side_effects
Can I get a refill on my TOBRAMYCIN/DEXAMETHASONE SUS and DEXTROAMPHETAMINE SULFATE TAB?,rx_refill
What is NAT-RUL B-50 TAB and GOODNITES BEDTIME UNDERWEAR GIRLS LARGE/X-LARGE MIS  used for?,drug_information
check the dosage of RELION ULTRA THIN LANCETS/30G MIS and BD SHARPS COLLECTOR/MULTI-USE/ONE-PIECE MIS?,drug_dosage_instructions
unable to relax in L-LEUCINE POW and CITRACAL CALCIUM+D SLOW RELEASE TAB?,drug_usage
Can MYOBLOC INJ and ALAVERT D-12 HOUR ALLERGY & CONGESTION TAB cause side effects?,drug_side_effects
I'll call back what time after lunch they come back store at 75751 zicode,store_hours
I need a map to 680 N. MCCARRAN BLVD.MCCARRAN AND PRATER. from home,store_directions
I do not accept alternative to PREDNISOLONE/GATIFLOXACIN/BROMFENAC SUS and FT GAS RELIEF DROPS INFANTS DRO. If you don’t have it  tell me so I may use alternate Pharmacy for this prescription. Let me know asap.,external_rx_transfer
the instructions on the SV VITAMIN B12 TR TAB and CINNAMON TAB?,drug_dosage_instructions
Where is the pharmacy avalable in SAINT LOUIS?,store_address
I need to have my SYRINGE/LUER LOCK/3ML/25G X 5/8 MIS and ADVOCATE INSULIN SYRINGE/U-100/0.3ML/30GX5/16 MIS filled for 30 days,rx_refill
I need to speak to the pharmacist about a prescription that I have,live_pharmacist
why did you cancel my flu shot appointment,cancel_vaccine_appointment
in antibiotic mixed with a SM CALCIUM/VITAMIN D3 TAB and DOLISHALE TAB that I take every day that they want me to cut in half questionable?,drug_usage
I need to speak to a store employee about a item that i lost at JOHNSTON.,store_connect
check on insurance approval required for RADICAVA ORS STARTER KIT SUS and FIFTY50 PEN NEEDLES/32GX6MM MIS?,drug_insurance_coverage
what time is lunch over that store at the 6802 LEE HWY.,store_hours
what is the cost to me of my PX GAS RELIEF EXTRA STRENGTH CAP and BIOTENE DRY MOUTH GENTLE FORMULA PST prescriptions to be picked up today?,rx_drug_price
what is the dosage of REGONOL INJ and ACCU-CHEK SMARTVIEW STRIPS TES? and is it available toda?,drug_dosage_instructions
is there delivery done for TASMAR TAB and 10ML SYRINGE LUER-LOK TIP MIS?,rx_delivery
list available Pneumonia-(Prevnar 20) and Pneumonia-(Prevnar 20),available_vaccine
Is PRED MILD SUS and EASY TOUCH INSULIN SYRINGE/1ML/30G X 5/16 SYN  covered by insurance policy?,drug_insurance_coverage
Can I cancel my RSV-(Respiratory Syncytial Virus)  vaccine appointment at the employee health clinic?,cancel_vaccine_appointment
Can I use the PRODIGY SAFETY LANCETS LNC for knee pain?,drug_usage
Do you accept American Express at the store in HOWELL?,store_faq
Is the Tdap  vaccine available for immediate administration?,available_vaccine
transfer my MARPLAN TAB and EASY TOUCH SAFETY SYRINGE/3ML/23G X 1 MIS prescription to the store located at Richmond,internal_rx_transfer
I'm calling to request a appointment for Hepatitis-A & B  immunization,get_vaccine_appointment
I need to speak to an associate at thefront store located at 204 GREAT EAST NECK RD..,store_connect
Much obliged!,thank
Are there any side effects I should be aware of for PROLITE 3D ANKLE SUPPORT MIS and DOCTORS CHOICE CORN/CALLUS REMOVER PAD?,drug_side_effects
I need to transfer my PENTIPS 31GX5MM MIS and 3ML LUER LOCK SAFETY SYRINGES/3ML/21G X 1 1/2 MIS prescription to Stop and Shop pharmacy in sponsor,external_rx_transfer
Is there a prescription for a HPV-(9valent) ?,available_vaccine
can I speak to a pharmacy staff member please,live_pharmacist
Can I cancel my COVID19  vaccine appointment at the solo practice?,cancel_vaccine_appointment
Whooping Cough-(Adacel)  vaccine prescription schedule,get_vaccine_appointment
it's opening on the Christmas Eve - December 24,store_hours
what is the cost the price for SUPER AYTINAL 50 PLUS TAB and CALCIUM CARBONATE POW?,rx_drug_price
can you cancel my Shingles-(Shingrix)  vaccine appointment scheduled on Apr 15th,cancel_vaccine_appointment
What time zone is the store at 403 ATLANTIC AVENUE in?,store_timezone
I just want to know what PEDIALYTE SOL and CODEINE/GUAIFENESIN SOL is doing for me?,drug_usage
Is the store at 85260 in the PST time zone?,store_timezone
What should I avoid while taking UNIFINE ULTRA PEN NEEDLE/31GX8MM MIS and EASY COMFORT SAFETY PEN NEEDLES 32GX4MM MIS?,drug_interactions
do you have URO MAG CAP and BABY SUNSCREEN SPF50 LOT  generic or brand name only?,drug_availability
question about my vaccine,get_vaccine_appointment
when will RX number 107 2895 be available for refill,rx_status
Can you tell me the address of the pharmacy in 91710?,store_address
